model,recall,precision
LogisticRegression,0.9921465968586387,0.04120013044896184
LogisticRegression,0.9921465968586387,0.04120460969776038
LogisticRegression,0.9921465968586387,0.04120908992062629
LogisticRegression,0.9921465968586387,0.04121357111787734
LogisticRegression,0.9921465968586387,0.04121805328983143
LogisticRegression,0.9921465968586387,0.041222536436806616
LogisticRegression,0.9921465968586387,0.04122702055912107
LogisticRegression,0.9921465968586387,0.041231505657093125
LogisticRegression,0.9921465968586387,0.041235991731041234
LogisticRegression,0.9921465968586387,0.04124047878128401
LogisticRegression,0.9921465968586387,0.04124496680814017
LogisticRegression,0.9921465968586387,0.041249455811928605
LogisticRegression,0.9921465968586387,0.04125394579296832
LogisticRegression,0.9921465968586387,0.04125843675157849
LogisticRegression,0.9921465968586387,0.04126292868807839
LogisticRegression,0.9921465968586387,0.04126742160278746
LogisticRegression,0.9921465968586387,0.04127191549602526
LogisticRegression,0.9921465968586387,0.04127641036811152
LogisticRegression,0.9921465968586387,0.04128090621936608
LogisticRegression,0.9921465968586387,0.04128540305010893
LogisticRegression,0.9921465968586387,0.0412899008606602
LogisticRegression,0.9921465968586387,0.04129439965134016
LogisticRegression,0.9921465968586387,0.04129889942246922
LogisticRegression,0.9921465968586387,0.04130340017436791
LogisticRegression,0.9921465968586387,0.04130790190735695
LogisticRegression,0.9921465968586387,0.04131240462175714
LogisticRegression,0.9921465968586387,0.04131690831788946
LogisticRegression,0.9921465968586387,0.04132141299607501
LogisticRegression,0.9921465968586387,0.04132591865663505
LogisticRegression,0.9921465968586387,0.04133042529989095
LogisticRegression,0.9921465968586387,0.04133493292616425
LogisticRegression,0.9921465968586387,0.041339441535776615
LogisticRegression,0.9921465968586387,0.04134395112904985
LogisticRegression,0.9921465968586387,0.04134846170630591
LogisticRegression,0.9921465968586387,0.04135297326786688
LogisticRegression,0.9921465968586387,0.041357485814054996
LogisticRegression,0.9921465968586387,0.04136199934519262
LogisticRegression,0.9921465968586387,0.04136651386160227
LogisticRegression,0.9921465968586387,0.04137102936360659
LogisticRegression,0.9921465968586387,0.04137554585152838
LogisticRegression,0.9921465968586387,0.04138006332569058
LogisticRegression,0.9921465968586387,0.04138458178641625
LogisticRegression,0.9921465968586387,0.041389101234028614
LogisticRegression,0.9921465968586387,0.04139362166885103
LogisticRegression,0.9921465968586387,0.04139814309120699
LogisticRegression,0.9921465968586387,0.04140266550142015
LogisticRegression,0.9921465968586387,0.04140718889981427
LogisticRegression,0.9921465968586387,0.04141171328671329
LogisticRegression,0.9921465968586387,0.04141623866244126
LogisticRegression,0.9921465968586387,0.041420765027322407
LogisticRegression,0.9895287958115183,0.041315990818668706
LogisticRegression,0.9895287958115183,0.041320507214691736
LogisticRegression,0.9895287958115183,0.04132502459822893
LogisticRegression,0.9895287958115183,0.0413295429696042
LogisticRegression,0.9895287958115183,0.04133406232914161
LogisticRegression,0.9895287958115183,0.04133858267716536
LogisticRegression,0.9895287958115183,0.04134310401399978
LogisticRegression,0.9895287958115183,0.04134762633996937
LogisticRegression,0.9895287958115183,0.041352149655398754
LogisticRegression,0.9895287958115183,0.04135667396061269
LogisticRegression,0.9895287958115183,0.0413611992559361
LogisticRegression,0.9895287958115183,0.04136572554169402
